id,team_name,round,match_date,year,home_away,opponent,team_quarter_scores,team_score,opponent_quarter_scores,opponent_score,result,margin,venue,crowd,team_goals_kicked,team_behinds,opponent_goals_kicked,opponent_behinds,home_team,away_team,_home_score,_away_score,_date,match_margin,match_result,home_win,_match_key,home_win_rate_l3,home_win_rate_l5,home_score_for_avg_l3,home_score_for_avg_l5,home_score_against_avg_l3,home_score_against_avg_l5,home_win_streak,home_days_rest,away_win_rate_l3,away_win_rate_l5,away_score_for_avg_l3,away_score_for_avg_l5,away_score_against_avg_l3,away_score_against_avg_l5,away_win_streak,away_days_rest,h2h_home_win_rate,h2h_away_win_rate,h2h_draw_rate,h2h_meetings,form_diff_l3,score_form_diff_l3,form_diff_l5,score_form_diff_l5,feature_version
13127,North Melbourne Kangaroos,8,1983-05-14,1983,H,Western Bulldogs,5.2 11.8 23.13 29.15,189,2.2 5.5 7.7 11.8,74,W,115,Aegis Park,15556.0,29,15,11,8,North Melbourne Kangaroos,Western Bulldogs,189,74,1983-05-14,115,HOME_WIN,1,10808,0.3333333333333333,0.4,124.33333333333333,108.6,116.33333333333333,108.0,1,7.0,0.3333333333333333,0.3333333333333333,80.66666666666667,80.66666666666667,128.0,128.0,0,14.0,,,,0,0.0,43.66666666666666,0.06666666666666671,27.933333333333323,week3_day1_v1
13521,Melbourne Demons,8,1983-05-14,1983,H,Fitzroy Lions,3.3 6.7 8.12 12.15,87,4.4 7.7 12.12 18.18,126,L,-39,Melbourne Cricket Ground,33758.0,12,15,18,18,Melbourne Demons,Fitzroy Lions,87,126,1983-05-14,-39,AWAY_WIN,0,11118,0.3333333333333333,0.4,92.33333333333333,104.2,95.0,104.0,1,7.0,1.0,0.8,114.66666666666667,110.6,78.0,84.2,4,7.0,,,,0,-0.6666666666666667,-22.333333333333343,-0.4,-6.3999999999999915,week3_day1_v1
14354,St Kilda Saints,8,1983-05-14,1983,H,Carlton Blues,5.4 5.6 9.13 12.17,89,6.1 11.6 15.8 22.13,145,L,-56,Moorabbin Oval,19016.0,12,17,22,13,St Kilda Saints,Carlton Blues,89,145,1983-05-14,-56,AWAY_WIN,0,11784,0.0,0.0,104.66666666666667,92.6,137.0,126.4,0,7.0,0.3333333333333333,0.6,99.66666666666667,99.0,112.66666666666667,103.0,1,6.0,,,,0,-0.3333333333333333,5.0,-0.6,-6.400000000000006,week3_day1_v1
11127,Collingwood Magpies,8,1983-05-14,1983,H,Richmond Tigers,1.3 6.6 11.9 16.11,107,2.2 4.3 5.8 8.11,59,W,48,Waverley Park,58780.0,16,11,8,11,Collingwood Magpies,Richmond Tigers,107,59,1983-05-14,48,HOME_WIN,1,9239,0.6666666666666666,0.4,97.0,99.0,95.0,104.6,2,7.0,0.0,0.0,109.66666666666667,90.2,126.66666666666667,122.0,0,7.0,,,,0,0.6666666666666666,-12.666666666666671,0.4,8.799999999999997,week3_day1_v1
12335,Geelong Cats,9,1983-05-21,1983,H,North Melbourne Kangaroos,4.2 8.4 10.9 12.12,84,7.0 13.4 17.8 18.16,124,L,-40,GMHBA Stadium,21802.0,12,12,18,16,Geelong Cats,North Melbourne Kangaroos,84,124,1983-05-21,-40,AWAY_WIN,0,10199,0.3333333333333333,0.6,96.33333333333333,94.6,105.33333333333333,88.2,0,7.0,0.6666666666666666,0.6,146.33333333333334,137.8,98.33333333333333,105.2,2,7.0,,,,0,-0.3333333333333333,-50.000000000000014,0.0,-43.20000000000002,week3_day1_v1
14355,St Kilda Saints,9,1983-05-21,1983,H,Richmond Tigers,4.1 6.5 8.12 16.12,108,4.5 5.9 10.13 13.15,93,W,15,Moorabbin Oval,20686.0,16,12,13,15,St Kilda Saints,Richmond Tigers,108,93,1983-05-21,15,HOME_WIN,1,11785,0.0,0.0,88.66666666666667,96.4,132.0,129.2,0,7.0,0.0,0.0,95.0,86.8,120.0,116.2,0,7.0,,,,0,0.0,-6.333333333333329,0.0,9.600000000000009,week3_day1_v1
10730,Carlton Blues,9,1983-05-21,1983,H,Hawthorn Hawks,1.5 10.11 14.12 15.14,104,6.2 8.7 12.11 14.12,96,W,8,Princes Park,30660.0,15,14,14,12,Carlton Blues,Hawthorn Hawks,104,96,1983-05-21,8,HOME_WIN,1,8199,0.6666666666666666,0.6,126.33333333333333,108.6,100.66666666666667,103.4,2,7.0,0.3333333333333333,0.4,105.33333333333333,101.6,114.33333333333333,106.8,1,7.0,,,,0,0.3333333333333333,21.0,0.19999999999999996,7.0,week3_day1_v1
11512,Essendon Bombers,9,1983-05-21,1983,H,Melbourne Demons,2.2 11.4 20.9 22.17,149,5.3 9.4 12.9 17.13,115,W,34,Windy Hill,19955.0,22,17,17,13,Essendon Bombers,Melbourne Demons,149,115,1983-05-21,34,HOME_WIN,1,9545,0.6666666666666666,0.8,137.66666666666666,136.4,99.33333333333333,107.6,0,7.0,0.3333333333333333,0.4,95.0,96.6,100.0,102.2,0,7.0,,,,0,0.3333333333333333,42.66666666666666,0.4,39.80000000000001,week3_day1_v1
11913,Fitzroy Lions,9,1983-05-21,1983,H,Western Bulldogs,2.5 5.11 9.16 13.21,99,6.3 10.4 15.9 22.13,145,L,-46,Waverley Park,22336.0,13,21,22,13,Fitzroy Lions,Western Bulldogs,99,145,1983-05-21,-46,AWAY_WIN,0,9869,1.0,1.0,115.0,113.4,85.33333333333333,75.4,5,7.0,0.3333333333333333,0.25,80.33333333333333,79.0,155.66666666666666,143.25,0,7.0,,,,0,0.6666666666666667,34.66666666666667,0.75,34.400000000000006,week3_day1_v1
14735,Sydney Swans,9,1983-05-22,1983,H,collingwood magpies,6.3 7.7 12.11 18.13,121,4.4 8.9 11.13 14.16,100,W,21,Sydney Cricket Ground,15305.0,18,13,14,16,Sydney Swans,collingwood magpies,121,100,1983-05-22,21,HOME_WIN,1,15575,0.3333333333333333,0.4,107.0,105.2,119.66666666666667,136.2,1,8.0,,,,,,,0,,,,,0,,,,,week3_day1_v1
13129,North Melbourne Kangaroos,10,1983-05-28,1983,H,Carlton Blues,4.3 12.7 21.12 29.19,193,1.1 4.8 7.11 11.16,82,W,111,Aegis Park,23425.0,29,19,11,16,North Melbourne Kangaroos,Carlton Blues,193,82,1983-05-28,111,HOME_WIN,1,10810,1.0,0.6,151.66666666666666,137.2,83.0,101.4,3,7.0,1.0,0.6,132.66666666666666,109.6,101.0,104.6,3,7.0,,,,0,0.0,19.0,0.0,27.599999999999994,week3_day1_v1
13523,Melbourne Demons,10,1983-05-28,1983,H,Hawthorn Hawks,6.5 12.9 14.11 16.13,109,3.2 11.5 17.8 27.9,171,L,-62,Waverley Park,23989.0,16,13,27,9,Melbourne Demons,Hawthorn Hawks,109,171,1983-05-28,-62,AWAY_WIN,0,11120,0.3333333333333333,0.2,103.33333333333333,95.8,116.66666666666667,112.0,0,7.0,0.3333333333333333,0.4,108.0,101.4,113.66666666666667,104.0,0,7.0,,,,0,0.0,-4.666666666666671,-0.2,-5.6000000000000085,week3_day1_v1
11129,Collingwood Magpies,10,1983-05-28,1983,H,fitzroy lions,3.4 5.9 6.13 10.17,77,6.1 7.7 8.12 13.15,93,L,-16,Victoria Park,32820.0,10,17,13,15,Collingwood Magpies,fitzroy lions,77,93,1983-05-28,-16,AWAY_WIN,0,15134,1.0,0.6,108.33333333333333,103.0,83.0,97.0,3,14.0,1.0,1.0,88.0,88.0,43.0,43.0,1,54.0,,,,0,0.0,20.33333333333333,-0.4,15.0,week3_day1_v1
13981,Richmond Tigers,10,1983-05-28,1983,H,sydney swans,2.2 4.3 8.8 16.10,106,6.2 6.7 8.8 14.10,94,W,12,Melbourne Cricket Ground,21047.0,16,10,14,10,Richmond Tigers,sydney swans,106,94,1983-05-28,12,HOME_WIN,1,15495,0.0,0.0,88.0,96.2,117.33333333333333,119.0,0,7.0,0.0,0.0,52.0,52.0,125.0,125.0,0,42.0,,,,0,0.0,36.0,0.0,44.2,week3_day1_v1
15429,W. Bulldogs,10,1983-05-28,1983,H,St Kilda Saints,6.8 8.12 15.21 17.26,128,3.1 9.8 10.12 11.16,82,W,46,Western Oval,19247.0,17,26,11,16,W. Bulldogs,St Kilda Saints,128,82,1983-05-28,46,HOME_WIN,1,561,0.6666666666666666,0.6666666666666666,97.33333333333333,97.33333333333333,83.0,83.0,0,21.0,0.3333333333333333,0.2,90.66666666666667,102.2,115.33333333333333,129.8,1,7.0,,,,0,0.3333333333333333,6.666666666666657,0.4666666666666666,-4.866666666666674,week3_day1_v1
11513,Essendon Bombers,10,1983-05-28,1983,H,Geelong Cats,4.6 5.10 12.15 15.19,109,3.4 7.6 12.6 15.7,97,W,12,Windy Hill,20793.0,15,19,15,7,Essendon Bombers,Geelong Cats,109,97,1983-05-28,12,HOME_WIN,1,9546,0.6666666666666666,0.8,127.0,138.0,121.33333333333333,107.2,1,7.0,0.3333333333333333,0.4,87.66666666666667,92.6,106.33333333333333,103.8,0,7.0,,,,0,0.3333333333333333,39.33333333333333,0.4,45.400000000000006,week3_day1_v1
13524,Melbourne Demons,11,1983-06-04,1983,H,North Melbourne Kangaroos,6.3 10.6 16.9 18.17,125,4.5 5.9 15.13 20.19,139,L,-14,Melbourne Cricket Ground,25249.0,18,17,20,19,Melbourne Demons,North Melbourne Kangaroos,125,139,1983-06-04,-14,AWAY_WIN,0,11121,0.0,0.2,103.66666666666667,101.8,148.66666666666666,124.0,0,7.0,1.0,0.8,168.66666666666666,151.2,80.0,92.2,4,7.0,,,,0,-1.0,-64.99999999999999,-0.6000000000000001,-49.39999999999999,week3_day1_v1
14357,St Kilda Saints,11,1983-06-04,1983,H,Collingwood Magpies,6.6 11.8 19.12 21.18,144,5.4 11.9 18.14 24.16,160,L,-16,Moorabbin Oval,25153.0,21,18,24,16,St Kilda Saints,Collingwood Magpies,144,160,1983-06-04,-16,AWAY_WIN,0,11787,0.3333333333333333,0.2,93.0,91.2,122.0,123.4,0,7.0,0.6666666666666666,0.6,90.66666666666667,95.0,78.0,87.4,0,7.0,,,,0,-0.3333333333333333,2.3333333333333286,-0.39999999999999997,-3.799999999999997,week3_day1_v1
12730,Hawthorn Hawks,11,1983-06-04,1983,H,geelong cats,3.3 6.7 10.12 12.16,88,3.4 7.4 8.6 14.11,95,L,-7,Princes Park,13482.0,12,16,14,11,Hawthorn Hawks,geelong cats,88,95,1983-06-04,-7,AWAY_WIN,0,15330,0.6666666666666666,0.4,134.66666666666666,116.6,102.66666666666667,111.2,1,7.0,0.0,0.0,67.0,67.0,76.0,76.0,0,28.0,,,,0,0.6666666666666666,67.66666666666666,0.4,49.599999999999994,week3_day1_v1
10732,Carlton Blues,11,1983-06-04,1983,H,Essendon Bombers,6.4 9.6 12.10 15.11,101,3.3 9.6 13.10 19.12,126,L,-25,Waverley Park,60619.0,15,11,19,12,Carlton Blues,Essendon Bombers,101,126,1983-06-04,-25,AWAY_WIN,0,8202,0.6666666666666666,0.6,110.33333333333333,113.0,126.0,118.2,0,7.0,0.6666666666666666,0.8,117.66666666666667,134.2,116.33333333333333,102.0,2,7.0,,,,0,0.0,-7.333333333333343,-0.20000000000000007,-21.19999999999999,week3_day1_v1
11915,	Fitzroy Lions,11,1983-06-04,1983,H,Richmond Tigers,7.6 11.9 17.12 20.16,136,3.5 8.8 11.11 16.18,114,W,22,Junction Oval,16153.0,20,16,16,18,	Fitzroy Lions,Richmond Tigers,136,114,1983-06-04,22,HOME_WIN,1,9864,1.0,1.0,125.0,125.0,52.0,52.0,1,49.0,0.3333333333333333,0.2,86.0,96.8,103.0,112.4,1,7.0,,,,0,0.6666666666666667,39.0,0.8,28.200000000000003,week3_day1_v1
14737,Sydney Swans,11,1983-06-05,1983,H,western bulldogs,4.3 9.9 11.16 17.19,121,8.3 11.4 13.9 15.12,102,W,19,Sydney Cricket Ground,10710.0,17,19,15,12,Sydney Swans,western bulldogs,121,102,1983-06-05,19,HOME_WIN,1,15576,0.6666666666666666,0.6,116.33333333333333,120.4,111.0,119.2,2,14.0,1.0,1.0,116.0,116.0,114.0,114.0,1,41.0,,,,0,-0.33333333333333337,0.3333333333333286,-0.4,4.400000000000006,week3_day1_v1
12731,Hawthorn Hawks,12,1983-06-11,1983,H,Fitzroy Lions,4.7 12.9 20.13 25.17,167,6.0 9.1 15.7 21.8,134,W,33,Princes Park,20708.0,25,17,21,8,Hawthorn Hawks,Fitzroy Lions,167,134,1983-06-11,33,HOME_WIN,1,10505,0.3333333333333333,0.4,118.33333333333333,116.6,102.66666666666667,109.0,0,7.0,0.6666666666666666,0.8,100.33333333333333,113.8,99.66666666666667,93.2,0,21.0,,,,0,-0.3333333333333333,18.0,-0.4,2.799999999999997,week3_day1_v1
14358,St Kilda Saints,12,1983-06-11,1983,H,North Melbourne Kangaroos,5.1 8.8 10.9 15.14,104,5.3 10.6 13.11 20.15,135,L,-31,Moorabbin Oval,16467.0,15,14,20,15,St Kilda Saints,North Melbourne Kangaroos,104,135,1983-06-11,-31,AWAY_WIN,0,11788,0.3333333333333333,0.2,111.33333333333333,99.6,127.0,126.8,0,7.0,1.0,1.0,152.0,157.4,97.0,91.2,5,7.0,,,,0,-0.6666666666666667,-40.66666666666667,-0.8,-57.80000000000001,week3_day1_v1
11515,Essendon Bombers,12,1983-06-11,1983,H,Sydney Swans,1.5 10.8 20.13 23.18,156,6.1 9.2 11.5 13.5,83,W,73,Windy Hill,20012.0,23,18,13,5,Essendon Bombers,Sydney Swans,156,83,1983-06-11,73,HOME_WIN,1,9548,1.0,0.8,128.0,123.2,104.33333333333333,112.4,3,7.0,1.0,0.6,117.33333333333333,112.6,95.33333333333333,112.2,3,6.0,0.0,1.0,0.0,1,0.0,10.666666666666671,0.20000000000000007,10.600000000000009,week3_day1_v1
13983,Richmond Tigers,12,1983-06-13,1983,H,Carlton Blues,5.5 10.9 15.11 21.15,141,1.6 3.8 7.11 13.13,91,W,50,Melbourne Cricket Ground,48243.0,21,15,13,13,Richmond Tigers,Carlton Blues,141,91,1983-06-13,50,HOME_WIN,1,11489,0.3333333333333333,0.2,104.33333333333333,96.8,112.66666666666667,116.4,0,9.0,0.3333333333333333,0.6,95.66666666666667,116.2,138.33333333333334,124.4,0,9.0,0.0,1.0,0.0,1,0.0,8.666666666666657,-0.39999999999999997,-19.400000000000006,week3_day1_v1
15431,W. Bulldogs,12,1983-06-13,1983,H,geelong cats,3.4 6.5 11.8 15.12,102,2.2 6.5 8.6 14.7,91,W,11,Western Oval,25382.0,15,12,14,7,W. Bulldogs,geelong cats,102,91,1983-06-13,11,HOME_WIN,1,1428,0.6666666666666666,0.75,107.0,105.0,83.0,82.75,1,16.0,0.5,0.5,81.0,81.0,82.0,82.0,1,9.0,,,,0,0.16666666666666663,26.0,0.25,24.0,week3_day1_v1
11131,Collingwood Magpies,12,1983-06-13,1983,H,Melbourne Demons,2.2 6.5 8.9 12.15,87,2.0 3.1 8.5 10.8,68,W,19,Waverley Park,55380.0,12,15,10,8,Collingwood Magpies,Melbourne Demons,87,68,1983-06-13,19,HOME_WIN,1,9245,0.6666666666666666,0.8,114.66666666666667,112.4,98.66666666666667,97.2,1,9.0,0.0,0.2,116.33333333333333,108.8,153.0,132.0,0,9.0,1.0,0.0,0.0,1,0.6666666666666666,-1.6666666666666572,0.6000000000000001,3.6000000000000085,week3_day1_v1
12339,Geelong Cats,13,1983-06-18,1983,H,Collingwood Magpies,3.2 6.7 13.9 15.11,101,2.2 5.4 7.4 13.7,85,W,16,GMHBA Stadium,25808.0,15,11,13,7,Geelong Cats,Collingwood Magpies,101,85,1983-06-18,16,HOME_WIN,1,10203,0.0,0.2,88.33333333333333,94.0,114.33333333333333,109.8,0,21.0,0.6666666666666666,0.8,108.0,103.8,101.66666666666667,89.2,2,5.0,1.0,0.0,0.0,1,-0.6666666666666666,-19.66666666666667,-0.6000000000000001,-9.799999999999997,week3_day1_v1
13526,Melbourne Demons,13,1983-06-18,1983,H,Richmond Tigers,8.3 13.6 15.9 18.15,123,3.5 8.10 14.15 15.19,109,W,14,Melbourne Cricket Ground,28468.0,18,15,15,19,Melbourne Demons,Richmond Tigers,123,109,1983-06-18,14,HOME_WIN,1,11123,0.0,0.0,100.66666666666667,100.8,132.33333333333334,134.4,0,5.0,0.6666666666666666,0.4,120.33333333333333,102.6,107.0,107.2,1,5.0,,,,0,-0.6666666666666666,-19.666666666666657,-0.4,-1.7999999999999972,week3_day1_v1
14359,St Kilda Saints,13,1983-06-18,1983,H,Essendon Bombers,2.5 5.9 8.11 13.13,91,6.3 8.8 16.9 21.12,138,L,-47,Waverley Park,30616.0,13,13,21,12,St Kilda Saints,Essendon Bombers,91,138,1983-06-18,-47,AWAY_WIN,0,11789,0.0,0.2,110.0,105.4,141.0,132.2,0,7.0,1.0,0.8,130.33333333333334,127.0,93.66666666666667,106.6,4,7.0,0.0,1.0,0.0,1,-1.0,-20.333333333333343,-0.6000000000000001,-21.599999999999994,week3_day1_v1
11917,Fitzroy Lions,13,1983-06-18,1983,H,north melbourne kangaroos,8.4 13.8 24.11 34.16,220,2.2 8.3 10.5 10.10,70,W,150,Junction Oval,19770.0,34,16,10,10,Fitzroy Lions,north melbourne kangaroos,220,70,1983-06-18,150,HOME_WIN,1,15227,0.3333333333333333,0.6,119.66666666666667,115.6,133.0,113.6,0,7.0,1.0,1.0,185.0,185.0,45.0,45.0,1,69.0,,,,0,-0.6666666666666667,-65.33333333333333,-0.4,-69.4,week3_day1_v1
10734,	Carlton Blues,13,1983-06-18,1983,H,Western Bulldogs,5.4 11.5 19.10 26.15,171,3.4 4.6 6.9 12.10,82,W,89,Princes Park,23701.0,26,15,12,10,	Carlton Blues,Western Bulldogs,171,82,1983-06-18,89,HOME_WIN,1,8206,,,,,,,0,,0.3333333333333333,0.4,89.33333333333333,92.2,156.33333333333334,134.4,1,28.0,,,,0,,,,,week3_day1_v1
14739,Sydney Swans,13,1983-06-19,1983,H,Hawthorn Hawks,2.4 4.10 7.11 11.12,78,7.5 8.10 12.15 15.20,110,L,-32,Sydney Cricket Ground,10084.0,11,12,15,20,Sydney Swans,Hawthorn Hawks,78,110,1983-06-19,-32,AWAY_WIN,0,12098,0.6666666666666666,0.6,108.33333333333333,110.6,119.33333333333333,118.2,0,8.0,0.6666666666666666,0.6,142.0,131.8,112.66666666666667,107.4,1,8.0,0.0,1.0,0.0,1,0.0,-33.66666666666667,0.0,-21.200000000000017,week3_day1_v1
12733,Hawthorn Hawks,14,1983-06-25,1983,H,St Kilda Saints,4.4 8.7 15.10 21.17,143,7.6 8.11 8.15 9.20,74,W,69,Princes Park,8188.0,21,17,9,20,Hawthorn Hawks,St Kilda Saints,143,74,1983-06-25,69,HOME_WIN,1,10507,0.6666666666666666,0.6,121.66666666666667,126.4,102.33333333333333,104.0,2,6.0,0.0,0.2,113.0,105.8,144.33333333333334,130.8,0,7.0,,,,0,0.6666666666666666,8.666666666666671,0.39999999999999997,20.60000000000001,week3_day1_v1
13133,North Melbourne Kangaroos,14,1983-06-25,1983,H,Sydney Swans,5.5 6.8 8.13 11.16,82,2.2 4.4 5.5 7.8,50,W,32,Aegis Park,7404.0,11,16,7,8,North Melbourne Kangaroos,Sydney Swans,82,50,1983-06-25,32,HOME_WIN,1,10814,1.0,1.0,155.66666666666666,156.0,103.66666666666667,93.8,6,14.0,0.3333333333333333,0.6,94.0,102.6,122.66666666666667,110.4,0,6.0,,,,0,0.6666666666666667,61.66666666666666,0.4,53.400000000000006,week3_day1_v1
11133,Collingwood Magpies,14,1983-06-25,1983,H,carlton blues,3.2 3.4 8.9 15.10,100,0.1 2.7 4.8 6.9,45,W,55,Victoria Park,27788.0,15,10,6,9,Collingwood Magpies,carlton blues,100,45,1983-06-25,55,HOME_WIN,1,15135,0.6666666666666666,0.6,110.66666666666667,103.2,104.33333333333333,93.0,0,7.0,,,,,,,0,,,,,0,,,,,week3_day1_v1
11517,Essendon Bombers,14,1983-06-25,1983,H,fitzroy lions,1.3 3.4 6.7 8.10,58,1.3 5.5 7.7 9.11,65,L,-7,Windy Hill,22947.0,8,10,9,11,Essendon Bombers,fitzroy lions,58,65,1983-06-25,-7,AWAY_WIN,0,15180,1.0,1.0,140.0,135.6,91.66666666666667,97.4,5,7.0,1.0,1.0,90.5,90.5,60.0,60.0,2,28.0,,,,0,0.0,49.5,0.0,45.099999999999994,week3_day1_v1
13527,Melbourne Demons,14,1983-06-25,1983,H,western bulldogs,2.6 5.8 9.9 14.15,99,0.5 3.6 8.12 12.13,85,W,14,Melbourne Cricket Ground,19306.0,14,15,12,13,Melbourne Demons,western bulldogs,99,85,1983-06-25,14,HOME_WIN,1,15440,0.3333333333333333,0.2,105.33333333333333,108.0,111.66666666666667,131.0,1,7.0,0.5,0.5,109.0,109.0,117.5,117.5,0,20.0,,,,0,-0.16666666666666669,-3.6666666666666714,-0.3,-1.0,week3_day1_v1
13985,Richmond Tigers,14,1983-06-25,1983,H,geelong cats,2.1 5.2 7.4 11.4,70,4.5 5.6 10.8 10.9,69,W,1,Waverley Park,17339.0,11,4,10,9,Richmond Tigers,geelong cats,70,69,1983-06-25,1,HOME_WIN,1,15496,0.3333333333333333,0.4,121.33333333333333,112.6,116.66666666666667,110.4,0,7.0,0.3333333333333333,0.3333333333333333,84.33333333333333,84.33333333333333,88.66666666666667,88.66666666666667,0,12.0,,,,0,0.0,37.0,0.06666666666666671,28.266666666666666,week3_day1_v1
12341,Geelong Cats,15,1983-07-02,1983,H,St Kilda Saints,3.3 3.7 5.9 9.14,68,0.4 8.6 15.7 18.12,120,L,-52,GMHBA Stadium,11501.0,9,14,18,12,Geelong Cats,St Kilda Saints,68,120,1983-07-02,-52,AWAY_WIN,0,10205,0.3333333333333333,0.4,94.0,92.2,106.0,102.6,1,14.0,0.0,0.0,89.66666666666667,99.0,138.66666666666666,140.8,0,7.0,1.0,0.0,0.0,1,0.3333333333333333,4.333333333333329,0.4,-6.799999999999997,week3_day1_v1
13986,Richmond Tigers,15,1983-07-02,1983,H,North Melbourne Kangaroos,2.3 10.9 15.13 16.18,114,7.1 12.4 16.9 21.12,138,L,-24,Melbourne Cricket Ground,23622.0,16,18,21,12,Richmond Tigers,North Melbourne Kangaroos,114,138,1983-07-02,-24,AWAY_WIN,0,11492,0.6666666666666666,0.6,106.66666666666667,108.0,94.33333333333333,102.6,1,7.0,1.0,1.0,118.66666666666667,134.6,93.0,89.0,7,7.0,0.0,1.0,0.0,1,-0.33333333333333337,-12.0,-0.4,-26.599999999999994,week3_day1_v1
15434,W. Bulldogs,15,1983-07-02,1983,H,hawthorn hawks,2.2 6.4 8.6 9.6,60,2.2 6.4 12.7 13.11,89,L,-29,Waverley Park,15750.0,9,6,13,11,W. Bulldogs,hawthorn hawks,60,89,1983-07-02,-29,AWAY_WIN,0,1448,0.6666666666666666,0.8,104.0,104.4,87.0,84.4,2,19.0,1.0,1.0,131.0,131.0,112.0,112.0,1,98.0,,,,0,-0.33333333333333337,-27.0,-0.19999999999999996,-26.599999999999994,week3_day1_v1
10736,Carlton Blues,15,1983-07-02,1983,H,Melbourne Demons,3.2 6.5 7.9 9.13,67,3.2 7.9 11.12 15.16,106,L,-39,Princes Park,19301.0,9,13,15,16,Carlton Blues,Melbourne Demons,67,106,1983-07-02,-39,AWAY_WIN,0,8205,0.0,0.4,91.33333333333333,104.6,153.33333333333334,129.0,0,19.0,0.6666666666666666,0.4,96.66666666666667,104.8,93.66666666666667,118.2,2,7.0,1.0,0.0,0.0,1,-0.6666666666666666,-5.333333333333343,0.0,-0.20000000000000284,week3_day1_v1
11134,Collingwood Magpies,15,1983-07-02,1983,H,Essendon Bombers,7.2 13.4 14.7 16.8,104,1.1 4.2 8.7 13.9,87,W,17,Victoria Park,33611.0,16,8,13,9,Collingwood Magpies,Essendon Bombers,104,87,1983-07-02,17,HOME_WIN,1,9248,0.6666666666666666,0.6,90.66666666666667,101.8,71.33333333333333,90.2,1,7.0,0.6666666666666666,0.8,117.33333333333333,117.4,79.66666666666667,87.4,0,7.0,0.0,1.0,0.0,1,0.0,-26.666666666666657,-0.20000000000000007,-15.600000000000009,week3_day1_v1
14741,Sydney Swans,15,1983-07-03,1983,H,Fitzroy Lions,6.1 10.5 17.9 23.9,147,8.4 15.6 15.10 17.15,117,W,30,Sydney Cricket Ground,10315.0,23,9,17,15,Sydney Swans,Fitzroy Lions,147,117,1983-07-03,30,HOME_WIN,1,12100,0.0,0.4,70.33333333333333,90.6,116.0,110.0,0,8.0,0.3333333333333333,0.6,151.0,131.0,127.33333333333333,107.2,1,15.0,,,,0,-0.3333333333333333,-80.66666666666667,-0.19999999999999996,-40.400000000000006,week3_day1_v1
15435,W. Bulldogs,16,1983-07-09,1983,H,Richmond Tigers,5.3 7.8 9.9 12.12,84,4.4 8.8 11.10 15.14,104,L,-20,Western Oval,15006.0,12,12,15,14,W. Bulldogs,Richmond Tigers,84,104,1983-07-09,-20,AWAY_WIN,0,12628,0.6666666666666666,0.6,96.66666666666667,96.6,87.33333333333333,85.8,0,7.0,0.3333333333333333,0.4,97.66666666666667,109.6,110.0,111.4,0,7.0,,,,0,0.3333333333333333,-1.0,0.19999999999999996,-13.0,week3_day1_v1
13135,North Melbourne Kangaroos,16,1983-07-09,1983,H,essendon bombers,5.3 11.4 16.8 19.14,128,4.4 5.5 7.8 16.11,107,W,21,Aegis Park,22345.0,19,14,16,11,North Melbourne Kangaroos,essendon bombers,128,107,1983-07-09,21,HOME_WIN,1,15392,1.0,1.0,118.33333333333333,137.4,89.33333333333333,95.0,8,7.0,,,,,,,0,,,,,0,,,,,week3_day1_v1
11920,Fitzroy Lions,16,1983-07-09,1983,H,Carlton Blues,6.2 8.6 10.11 13.11,89,2.4 9.5 15.13 18.16,124,L,-35,Waverley Park,31757.0,13,11,18,16,Fitzroy Lions,Carlton Blues,89,124,1983-07-09,-35,AWAY_WIN,0,9874,0.3333333333333333,0.4,157.0,139.2,128.0,123.2,0,6.0,0.0,0.2,86.33333333333333,89.0,124.33333333333333,132.4,0,7.0,1.0,0.0,0.0,1,0.3333333333333333,70.66666666666667,0.2,50.19999999999999,week3_day1_v1
12735,Hawthorn Hawks,16,1983-07-16,1983,H,Collingwood Magpies,3.6 11.11 16.16 19.23,137,5.5 6.10 10.13 14.16,100,W,37,Princes Park,28484.0,19,23,14,16,Hawthorn Hawks,Collingwood Magpies,137,100,1983-07-16,37,HOME_WIN,1,10509,1.0,0.8,140.0,135.8,95.33333333333333,98.0,3,21.0,0.6666666666666666,0.8,96.33333333333333,107.2,77.66666666666667,89.0,2,14.0,1.0,0.0,0.0,1,0.33333333333333337,43.66666666666667,0.0,28.60000000000001,week3_day1_v1
13529,Melbourne Demons,16,1983-07-16,1983,H,Geelong Cats,3.4 3.7 6.12 10.19,79,2.3 4.5 8.10 10.13,73,W,6,Melbourne Cricket Ground,34155.0,10,19,10,13,Melbourne Demons,Geelong Cats,79,73,1983-07-16,6,HOME_WIN,1,11126,1.0,0.6,109.33333333333333,104.2,87.0,97.4,3,14.0,0.3333333333333333,0.2,88.66666666666667,86.8,104.66666666666667,109.6,0,14.0,,,,0,0.6666666666666667,20.666666666666657,0.39999999999999997,17.400000000000006,week3_day1_v1
14362,St Kilda Saints,16,1983-07-16,1983,H,Sydney Swans,5.1 10.2 14.6 20.9,129,4.6 7.9 11.11 14.16,100,W,29,Moorabbin Oval,17861.0,20,9,14,16,St Kilda Saints,Sydney Swans,129,100,1983-07-16,29,HOME_WIN,1,11791,0.3333333333333333,0.2,95.0,106.6,116.33333333333333,128.8,1,14.0,0.3333333333333333,0.4,91.66666666666667,95.8,103.0,113.4,1,13.0,0.0,1.0,0.0,1,0.0,3.3333333333333286,-0.2,10.799999999999997,week3_day1_v1
